ID_cliente,Recencia,Frequencia,Valor,R_quartil,F_quartil,V_quartil,RFV_Score,acoes de marketing/crm
15555,12,16,4805.17,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15556,24,1,279.77,B,D,D,BDD,
15557,28,1,473.65,B,D,C,BDC,
15561,11,3,795.49,A,B,B,ABB,
15562,351,1,134.55,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15563,22,3,1391.44,B,B,B,BBB,
15565,50,2,173.16000000000003,B,C,D,BCD,
15567,18,1,186.01,B,D,D,BDD,
15568,2,3,758.29,A,B,B,ABB,
15569,103,5,1375.71,C,B,B,CBB,
15570,7,12,4165.52,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15571,11,4,650.4300000000001,A,B,B,ABB,
15572,4,7,2552.86,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15573,31,2,607.45,B,C,C,BCC,
15574,177,3,698.5,D,B,B,DBB,
15576,37,1,940.67,B,D,B,BDB,
15577,151,3,258.88,D,B,D,DBD,
15578,162,1,127.1,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15579,68,2,348.6,C,C,C,CCC,
15581,122,10,1165.66,C,A,B,CAB,
15582,24,3,682.9100000000001,B,B,B,BBB,
15584,23,4,725.11,B,B,B,BBB,
15585,176,1,455.3,D,D,C,DDC,
15587,50,4,913.68,B,B,B,BBB,
15589,255,3,478.53,D,B,C,DBC,
15592,46,1,388.58,B,D,C,BDC,
15593,70,1,199.8,C,D,D,CDD,
15594,15,5,1771.78,A,B,A,ABA,
15596,100,5,1406.59,C,B,B,CBB,
15597,35,1,324.57,B,D,C,BDC,
15598,53,1,240.68,C,D,D,CDD,
15599,26,2,761.74,B,C,B,BCB,
15601,11,14,6776.56,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15602,8,9,1297.87,A,A,B,AAB,
15603,78,1,48.48,C,D,D,CDD,
15604,52,1,216.39,C,D,D,CDD,
15605,36,5,1198.23,B,B,B,BBB,
15606,61,9,2920.16,C,A,A,CAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
15607,336,1,104.76,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15608,28,4,1093.68,B,B,B,BBB,
15609,184,1,298.48,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15610,51,1,112.46,C,D,D,CDD,
15611,9,12,1585.45,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15612,36,2,195.15,B,C,D,BCD,
15615,10,23,10399.74,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15618,32,4,776.851,B,B,B,BBB,
15619,10,1,336.40000000000003,A,D,C,ADC,
15620,56,3,1553.1799999999998,C,B,A,CBA,
15621,4,4,1293.03,A,B,B,ABB,
15622,43,9,3709.56,B,A,A,BAA,
15623,141,1,301.03,C,D,C,CDC,
15624,116,4,588.13,C,B,C,CBC,
15625,103,4,1534.26,C,B,A,CBA,
15626,74,2,675.8,C,C,B,CCB,
15628,4,9,2870.24,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15630,45,2,1186.35,B,C,B,BCB,
15632,15,8,3285.31,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15634,17,1,243.55,A,D,D,ADD,
15636,89,2,724.76,C,C,B,CCB,
15637,52,1,223.36,C,D,D,CDD,
15639,134,1,425.32,C,D,C,CDC,
15640,4,15,12515.66,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15641,105,4,1887.2000000000003,C,B,A,CBA,
15643,191,3,664.0,D,B,B,DBB,
15644,166,4,813.0,D,B,B,DBB,
15645,18,1,612.01,B,D,C,BDC,
15646,157,3,447.64,D,B,C,DBC,
15648,204,2,657.35,D,C,B,DCB,
15649,336,2,816.0,D,C,B,DCB,
15651,36,3,646.3,B,B,B,BBB,
15652,91,1,337.74,C,D,C,CDC,
15653,92,2,877.4399999999999,C,C,B,CCB,
15654,9,2,922.53,A,C,B,ACB,
15655,243,1,560.67,D,D,C,DDC,
15656,45,4,748.5,B,B,B,BBB,
15657,22,1,30.0,B,D,D,BDD,
15658,197,4,1016.6,D,B,B,DBB,
15659,43,1,306.45,B,D,C,BDC,
15660,25,8,1590.9,B,A,A,BAA,
15661,317,2,309.8,D,C,C,DCC,
15663,106,1,138.14,C,D,D,CDD,
15664,50,1,386.43,B,D,C,BDC,
15665,168,2,2242.01,D,C,A,DCA,
15667,39,1,301.32,B,D,C,BDC,
15668,217,1,76.32000000000001,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15669,40,4,684.34,B,B,B,BBB,
15670,296,1,173.05,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15671,18,7,2657.13,B,A,A,BAA,
15673,88,4,2881.02,C,B,A,CBA,
15674,73,5,2446.6000000000004,C,B,A,CBA,
15675,81,3,323.69,C,B,C,CBC,
15676,18,2,1065.72,B,C,B,BCB,
15677,49,1,657.23,B,D,B,BDB,
15678,52,1,352.7,C,D,C,CDC,
15679,24,4,781.28,B,B,B,BBB,
15680,9,3,1333.68,A,B,B,ABB,
15681,25,5,1426.1599999999999,B,B,B,BBB,
15683,117,1,193.75,C,D,D,CDD,
15687,8,9,2993.1,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15689,119,2,254.1,C,C,D,CCD,
15690,4,2,239.76,A,C,D,ACD,
15691,252,1,136.8,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15692,28,1,191.04,B,D,D,BDD,
15694,0,14,6479.4,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15695,266,2,409.98,D,C,C,DCC,
15696,33,8,2736.46,B,A,A,BAA,
15699,17,1,309.65,A,D,C,ADC,
15700,173,1,692.78,D,D,B,DDB,
15701,2,4,1542.1399999999999,A,B,A,ABA,
15703,264,1,211.5,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15704,140,4,2293.62,C,B,A,CBA,
15705,201,1,143.1,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15706,63,4,1060.56,C,B,B,CBB,
15707,35,4,945.5799999999999,B,B,B,BBB,
15708,40,7,3364.2400000000002,B,A,A,BAA,
15709,283,1,133.25,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15712,9,5,1072.3600000000001,A,B,B,ABB,
15713,143,2,356.70000000000005,C,C,C,CCC,
15714,11,2,330.88,A,C,C,ACC,
15716,145,4,1118.81,D,B,B,DBB,
15717,234,1,150.3,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15719,32,13,5045.610000000001,B,A,A,BAA,
15720,24,1,598.73,B,D,C,BDC,
15721,11,1,507.08,A,D,C,ADC,
15722,35,5,2222.56,B,B,A,BBA,
15723,364,1,203.1,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15724,201,2,218.25,D,C,D,DCD,
15725,15,1,415.25,A,D,C,ADC,
15727,16,7,5178.96,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15729,212,1,85.0,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15730,65,3,1120.88,C,B,B,CBB,
15732,212,2,294.12,D,C,D,DCD,
15733,282,1,162.3,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15734,114,2,1339.4500000000003,C,C,B,CCB,
15737,14,8,1205.1200000000001,A,A,B,AAB,
15738,18,16,4812.42,B,A,A,BAA,
15739,66,1,449.12,C,D,C,CDC,
15740,49,1,154.88,B,D,D,BDD,
15743,16,4,784.46,A,B,B,ABB,
15744,77,1,34.8,C,D,D,CDD,
15745,19,4,1094.5900000000001,B,B,B,BBB,
15746,134,1,196.88,C,D,D,CDD,
15747,12,3,974.04,A,B,B,ABB,
15748,40,1,149.31,B,D,D,BDD,
15750,2,8,2465.48,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15752,39,7,2637.38,B,A,A,BAA,
15753,304,1,79.2,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15754,51,3,458.57000000000005,C,B,C,CBC,
15755,10,6,2364.25,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15756,61,4,532.96,C,B,C,CBC,
15757,65,2,714.4200000000001,C,C,B,CCB,
15758,24,1,205.25,B,D,D,BDD,
15759,218,3,253.04,D,B,D,DBD,
15762,65,2,583.75,C,C,C,CCC,
15763,31,2,1086.92,B,C,B,BCB,
15764,107,5,3276.6200000000003,C,B,A,CBA,
15766,64,1,315.06,C,D,C,CDC,
15768,115,3,621.83,C,B,C,CBC,
15769,30,13,11980.44,B,A,A,BAA,
15773,5,1,635.6800000000001,A,D,C,ADC,
15774,68,1,270.8,C,D,D,CDD,
15775,245,1,104.9,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15776,133,1,241.62,C,D,D,CDD,
15777,241,4,1047.1100000000001,D,B,B,DBB,
15780,183,3,475.28000000000003,D,B,C,DBC,
15781,25,3,345.46000000000004,B,B,C,BBC,
15782,9,3,2614.74,A,B,A,ABA,
15783,10,1,246.3,A,D,D,ADD,
15785,32,5,2328.9700000000003,B,B,A,BBA,
15786,46,2,1771.3600000000001,B,C,A,BCA,
15787,26,3,948.0500000000001,B,B,B,BBB,
15789,358,1,351.3,D,D,C,DDC,
15790,10,1,220.85,A,D,D,ADD,
15791,43,2,1612.69,B,C,A,BCA,
15793,14,3,965.61,A,B,B,ABB,
15795,149,1,610.01,D,D,C,DDC,
15796,1,8,2711.56,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15797,113,4,2207.4,C,B,A,CBA,
15799,75,3,884.14,C,B,B,CBB,
15800,107,2,699.0799999999999,C,C,B,CCB,
15801,46,3,1063.95,B,B,B,BBB,
15802,142,1,451.42,C,D,C,CDC,
15803,51,1,415.8200000000001,C,D,C,CDC,
15804,0,13,4206.39,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15805,23,17,5528.48,B,A,A,BAA,
15806,46,3,784.58,B,B,B,BBB,
15807,50,3,903.9000000000001,B,B,B,BBB,
15808,306,4,3734.9700000000003,D,B,A,DBA,
15809,36,5,515.77,B,B,C,BBC,
15810,78,4,1391.98,C,B,B,CBB,
15811,22,6,2218.62,B,A,A,BAA,
15812,107,5,1801.14,C,B,A,CBA,
15813,207,2,1303.9099999999999,D,C,B,DCB,
15814,16,4,1945.33,A,B,A,ABA,
15815,63,5,2100.6,C,B,A,CBA,
15819,49,4,1905.45,B,B,A,BBA,
15820,319,1,206.98,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15821,44,2,570.96,B,C,C,BCC,
15822,3,2,885.47,A,C,B,ACB,
15823,372,1,15.0,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15825,172,1,532.94,D,D,C,DDC,
15826,56,3,1654.31,C,B,A,CBA,
15827,73,14,1836.0900000000001,C,A,A,CAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
15829,99,2,636.14,C,C,C,CCC,
15830,37,1,576.0,B,D,C,BDC,
15831,58,3,801.76,C,B,B,CBB,
15832,254,1,836.79,D,D,B,DDB,
15834,70,4,2233.75,C,B,A,CBA,
15835,44,4,954.0899999999999,B,B,B,BBB,
15836,50,1,137.37,B,D,D,BDD,
15837,64,1,391.98,C,D,C,CDC,
15838,11,13,6838.88,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15839,33,3,1048.49,B,B,B,BBB,
15840,58,2,355.56,C,C,C,CCC,
15841,72,4,1224.06,C,B,B,CBB,
15843,303,1,118.95000000000002,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15844,46,1,130.73999999999998,B,D,D,BDD,
15845,17,8,3711.77,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15847,38,2,389.27,B,C,C,BCC,
15850,19,2,238.85,B,C,D,BCD,
15852,186,2,160.70999999999998,D,C,D,DCD,
15853,51,1,110.8,C,D,D,CDD,
15854,4,12,2974.65,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15855,136,5,712.24,C,B,B,CBB,
15856,4,27,16387.57,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15857,18,1,297.0,B,D,D,BDD,
15858,15,5,1438.85,A,B,B,ABB,
15860,40,8,977.21,B,A,B,BAB,
15861,12,9,3165.36,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15862,8,4,832.88,A,B,B,ABB,
15863,25,1,59.64,B,D,D,BDD,
15864,22,6,1936.32,B,A,A,BAA,
15865,40,3,895.13,B,B,B,BBB,
15866,101,1,230.53,C,D,D,CDD,
15867,5,15,3812.64,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15869,277,2,149.64,D,C,D,DCD,
15870,32,1,354.09000000000003,B,D,C,BDC,
15872,14,1,358.83,A,D,C,ADC,
15874,177,6,2207.75,D,A,A,DAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
15877,1,2,493.28,A,C,C,ACC,
15880,369,1,343.28000000000003,D,D,C,DDC,
15881,312,3,494.54,D,B,C,DBC,
15882,198,3,506.46,D,B,C,DBC,
15883,2,2,396.48,A,C,C,ACC,
15885,92,3,379.35,C,B,C,CBC,
15886,60,1,181.09,C,D,D,CDD,
15888,80,1,168.31,C,D,D,CDD,
15889,156,2,446.87,D,C,C,DCC,
15891,226,1,524.52,D,D,C,DDC,
15894,253,2,263.55,D,C,D,DCD,
15895,149,1,179.17,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15897,194,2,222.05,D,C,D,DCD,
15898,1,5,1388.88,A,B,B,ABB,
15899,368,1,56.25,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15900,23,1,351.11,B,D,C,BDC,
15901,16,3,363.88,A,B,C,ABC,
15903,9,7,5126.76,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15904,8,1,164.68,A,D,D,ADD,
15906,19,7,1567.6899999999998,B,A,A,BAA,
15907,3,3,967.45,A,B,B,ABB,
15909,173,1,191.94,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15910,0,8,1232.18,A,A,B,AAB,
15912,178,2,264.62,D,C,D,DCD,
15916,16,8,1528.09,A,A,B,AAB,
15917,247,1,123.1,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15918,190,2,334.23,D,C,C,DCC,
15919,19,2,639.8900000000001,B,C,C,BCC,
15920,154,3,165.13,D,B,D,DBD,
15921,172,1,336.03000000000003,D,D,C,DDC,
15922,373,1,369.5,D,D,C,DDC,
15923,372,1,127.08,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15925,194,1,207.15,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15930,67,1,426.63,C,D,C,CDC,
15932,4,8,2495.87,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15933,21,3,1107.46,B,B,B,BBB,
15935,239,2,416.86,D,C,C,DCC,
15937,64,1,145.35,C,D,D,CDD,
15938,112,5,404.58000000000004,C,B,C,CBC,
15939,89,15,6115.01,C,A,A,CAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
15940,311,1,35.8,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15942,133,1,337.44,C,D,C,CDC,
15944,276,1,325.1,D,D,C,DDC,
15945,365,1,181.0,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
15947,82,1,1708.24,C,D,A,CDA,
15948,8,2,955.24,A,C,B,ACB,
15949,16,2,364.72,A,C,C,ACC,
15950,31,4,1765.5100000000002,B,B,A,BBA,
15951,8,2,708.22,A,C,B,ACB,
15952,33,4,806.5699999999999,B,B,B,BBB,
15953,15,8,1659.3799999999999,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15955,24,13,4407.76,B,A,A,BAA,
15957,31,1,428.89,B,D,C,BDC,
15958,74,1,104.35,C,D,D,CDD,
15963,19,2,470.76,B,C,C,BCC,
15965,17,4,845.64,A,B,B,ABB,
15967,23,2,418.83000000000004,B,C,C,BCC,
15969,2,3,666.1,A,B,B,ABB,
15970,303,1,314.1,D,D,C,DDC,
15971,17,12,4199.85,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15973,366,1,307.82000000000005,D,D,C,DDC,
15974,39,7,3442.15,B,A,A,BAA,
15975,84,1,371.01,C,D,C,CDC,
15976,165,2,430.94,D,C,C,DCC,
15977,17,2,1054.73,A,C,B,ACB,
15978,77,1,1098.78,C,D,B,CDB,
15980,88,3,2398.8599999999997,C,B,A,CBA,
15981,24,8,3408.48,B,A,A,BAA,
15983,22,4,1475.02,B,B,B,BBB,
15984,2,10,2837.67,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15985,123,2,1142.42,C,C,B,CCB,
15986,30,1,168.12,B,D,D,BDD,
15987,12,6,1441.92,A,A,B,AAB,
15988,19,1,158.03,B,D,D,BDD,
15990,44,2,792.11,B,C,B,BCB,
15992,3,1,41.99,A,D,D,ADD,
15993,8,7,2797.57,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
15994,54,1,427.07,C,D,C,CDC,
15996,88,6,1060.68,C,A,B,CAB,
15998,36,5,3089.9700000000003,B,B,A,BBA,
16003,29,5,2735.37,B,B,A,BBA,
16005,12,4,615.39,A,B,C,ABC,
16006,211,1,101.4,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
16007,47,4,1701.94,B,B,A,BBA,
16008,23,3,478.78,B,B,C,BBC,
16009,22,4,992.71,B,B,B,BBB,
16010,245,3,407.5,D,B,C,DBC,
16011,8,16,3362.71,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
16012,35,3,1415.29,B,B,B,BBB,
16013,3,45,32734.4,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
16014,37,3,662.38,B,B,B,BBB,
16015,3,3,705.39,A,B,B,ABB,
16016,3,8,1508.76,A,A,B,AAB,
16017,47,1,211.88,B,D,D,BDD,
16018,39,2,408.9,B,C,C,BCC,
16019,46,9,3786.24,B,A,A,BAA,
16020,16,3,851.01,A,B,B,ABB,
16022,260,1,628.28,D,D,C,DDC,
16023,46,3,719.8100000000001,B,B,B,BBB,
16024,12,1,251.24,A,D,D,ADD,
16025,29,1,439.66,B,D,C,BDC,
16026,43,1,236.09,B,D,D,BDD,
16027,91,6,934.62,C,A,B,CAB,
16029,38,54,32220.89,B,A,A,BAA,
16030,309,1,331.24,D,D,C,DDC,
16031,92,2,548.94,C,C,C,CCC,
16033,5,20,8816.4,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
16034,196,3,437.7,D,B,C,DBC,
16036,87,2,758.9200000000001,C,C,B,CCB,
16037,269,3,855.02,D,B,B,DBB,
16038,7,3,471.78,A,B,C,ABC,
16040,65,3,1313.55,C,B,B,CBB,
16041,30,2,1101.6,B,C,B,BCB,
16042,22,5,1197.27,B,B,B,BBB,
16043,37,4,773.99,B,B,B,BBB,
16045,119,4,1340.7,C,B,B,CBB,
16048,373,1,251.40000000000003,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
16049,40,3,1111.79,B,B,B,BBB,
16050,173,1,137.9,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
16052,54,1,362.06,C,D,C,CDC,
16053,32,2,1511.95,B,C,B,BCB,
16054,145,1,783.9,D,D,B,DDB,
16055,220,1,134.8,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
16056,45,1,664.85,B,D,B,BDB,
16057,16,7,2263.12,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
16059,65,6,1459.86,C,A,B,CAB,
16062,9,4,1153.62,A,B,B,ABB,
16063,260,2,335.32,D,C,C,DCC,
16065,365,1,372.09,D,D,C,DDC,
16066,16,5,1521.87,A,B,B,ABB,
16070,22,2,852.1500000000001,B,C,B,BCB,
16071,44,1,326.24,B,D,C,BDC,
16072,288,1,584.3199999999999,D,D,C,DDC,
16073,297,1,122.4,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
16076,3,10,2234.73,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
16078,283,1,79.2,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
16079,16,3,1352.0,A,B,B,ABB,
16080,81,2,217.16,C,C,D,CCD,
16081,56,5,2806.8999999999996,C,B,A,CBA,
16083,100,2,1317.62,C,C,B,CCB,
16084,299,1,436.18,D,D,C,DDC,
16085,23,5,981.51,B,B,B,BBB,
16086,59,5,1121.3899999999999,C,B,B,CBB,
16091,154,2,315.06,D,C,C,DCC,
16092,114,3,817.86,C,B,B,CBB,
16093,106,1,17.0,C,D,D,CDD,
16094,11,4,1078.23,A,B,B,ABB,
16096,264,1,320.62,D,D,C,DDC,
16097,240,1,185.05,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
16098,87,8,2005.63,C,A,A,CAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
16099,50,3,731.9000000000001,B,B,B,BBB,
16101,70,1,1290.7,C,D,B,CDB,
16102,42,3,1842.14,B,B,A,BBA,
16103,7,6,1429.64,A,A,B,AAB,
16104,61,1,302.36,C,D,C,CDC,
16105,248,1,336.96,D,D,C,DDC,
16106,65,1,108.38,C,D,D,CDD,
16107,17,7,3204.1600000000003,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
16108,84,1,842.5,C,D,B,CDB,
16109,218,2,611.8799999999999,D,C,C,DCC,
16110,45,3,1337.48,B,B,B,BBB,
16112,143,4,195.74,C,B,D,CBD,
16113,183,1,161.38,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
16114,170,1,135.75000000000003,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
16115,9,8,1667.97,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
16116,211,1,612.78,D,D,C,DDC,
16117,189,1,232.21,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
16119,8,2,423.36,A,C,C,ACC,
16120,59,4,1309.14,C,B,B,CBB,
16121,57,2,867.11,C,C,B,CCB,
16122,73,4,684.4200000000001,C,B,B,CBB,
16123,51,1,307.78,C,D,C,CDC,
16124,317,1,249.0,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
16125,367,1,289.35,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
16126,101,3,3706.7,C,B,A,CBA,
16127,39,1,656.25,B,D,B,BDB,
16128,17,5,1880.22,A,B,A,ABA,
16131,51,6,3506.54,C,A,A,CAA,"Churn! clientes que gastaram bastante e fizeram muitas compras, enviar cupons de desconto para tentar recuperar"
16133,3,32,12378.99,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
16134,21,2,618.09,B,C,C,BCC,
16135,262,1,517.55,D,D,C,DDC,
16136,59,3,709.38,C,B,B,CBB,
16139,18,3,635.41,B,B,C,BBC,
16140,65,2,725.18,C,C,B,CCB,
16141,88,1,620.4,C,D,C,CDC,
16142,249,1,535.34,D,D,C,DDC,
16143,3,6,2424.94,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
16144,246,1,175.2,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
16145,8,11,3799.49,A,A,A,AAA,"Enviar cupons de desconto, Pedir para indicar nosso produto pra algum amigo, Ao lançar um novo produto enviar amostras grátis pra esses."
16146,157,3,734.13,D,B,B,DBB,
16147,133,1,375.0,C,D,C,CDC,
16148,296,1,76.32000000000001,D,D,D,DDD,"Churn! clientes que gastaram bem pouco e fizeram poucas compras, fazer nada"
16149,4,2,280.52,A,C,D,ACD,
16150,42,6,2053.02,B,A,A,BAA,
16152,268,1,1829.04,D,D,A,DDA,
16153,49,5,1824.23,B,B,A,BBA,
